[0.00s -> 6.28s]  How do the Norwich players feel at this point, Jerry? Excited, nervous?
[371.24s -> 375.64s]  sticks a foot out and controls it, and passes it out to Kyle Walker, and here we go with Walker
[375.64s -> 380.44s]  charging forward on this right-hand side, he's so quick, but surprisingly left out of the last
[380.44s -> 384.36s]  England squad, so he's had the international break off, and he will be fresh. Here's Gundogan in the
[384.36s -> 389.80s]  midfield, rolling the ball to Zinchenko now, Sterling out on the left-hand side hugging the
[389.80s -> 393.80s]  touchline, level with the Norwich penalty area, beginning to cut inside, Bondier makes a challenge,
[393.80s -> 397.96s]  a feel for a handball there by Manchester City against Bondier, and that's not been given,
[397.96s -> 401.80s]  but it will be a Man City throw in, and they look to keep the tempo up, six and a half minutes gone,
[401.80s -> 407.08s]  goalless at Carrarote, here's Rodri in the midfield, Spanish signing from the summer,
[408.28s -> 412.12s]  kicking Fernandinho out of the team at the moment, so he can't be bad can he, and the ball goes to
[412.12s -> 416.68s]  Bernardo Silva on the right-hand side, the Portuguese who's tricking Jamal Lewis here,
[416.68s -> 421.40s]  bringing Kyle Walker into play, Gundogan now will work the ball in field to John Sturms,
[422.28s -> 426.52s]  Zinchenko who is the left back, but he's seeing a lot of the ball in a sort of midfield area at
[426.52s -> 432.68s]  the moment, here's Rodrik from Manchester City wide to the right, and Kyle Walker is well forward
[432.68s -> 438.44s]  here, Cantwell goes to close him down, the ball played to Gundogan, and now Zinchenko again who's
[438.44s -> 442.60s]  in a very very central position, and that's a dreadful ball from him out to the left-hand side,
[442.60s -> 447.08s]  which was meant for Raheem Sterling, but he wasn't there, it's a deliberate play isn't it Zinchenko,
[447.08s -> 450.44s]  whenever the ball is on the right-hand side from Manchester City, he's the left back, but he almost
[450.44s -> 454.36s]  sits in the midfield. It's brilliant how they rotate all the persons that are playing today in
[454.36s -> 458.36s]  their normal positions, they'll move inside, they'll move outside, they'll rotate nicely,
[458.36s -> 462.52s]  they're versatile, so even Aguero, Aguero you can see he's frustrated and won't get a touch,
[462.52s -> 466.68s]  so he's come 30 yards off to pick the ball up, anyway here we go. Clever stuff from Norwich City,
[466.68s -> 470.76s]  Godfrey and McLean playing one touch stuff on the edge of their own box, and eventually then releasing
[470.76s -> 475.32s]  Jamal Lewis up the field, who gets to the halfway line and then thinks better of it, the ball
[475.32s -> 479.32s]  ricochets kindly for McLean, back to Jamal Lewis on the left, I mean in most games from there you
[479.32s -> 483.56s]  would see him take the ball further on, but there seems to be a deliberate ploy here, and you can
[483.56s -> 487.96s]  understand it, the Norwich call backs just to sit a little bit tighter than they usually do.
[487.96s -> 491.72s]  Amadou playing the ball across to Godfrey, across the edge of his own area, now Jamal Lewis just
[491.72s -> 496.12s]  helps the ball along the left-hand side, Steeperman makes it here, and he's knocked the ball past Kyle Walker,
[496.20s -> 501.56s]  again played it early towards Puky, but it's beyond the finished striker and off to Mendy sweeps up, and
[501.56s -> 505.00s]  Norwich didn't quite have a chance there, but just getting up towards the edge of the Man City penalty
[505.00s -> 509.56s]  area drew ooze and arse from the supporters, because when you've got Puky in the team, the Premier League
[509.56s -> 514.52s]  can't know that if anything drops to him, Norwich have got a chance for that. Well we had some space
[514.52s -> 520.28s]  down the left-hand side, utilised that well, ball broke, put it to Puky, unfortunately couldn't get on
[520.28s -> 524.20s]  the end of that one, but Norwich I don't think we mentioned Jamal Lewis there, that was another bad
[524.20s -> 530.44s]  tackle. Yeah well Steeperman went in hard on Rodri, and it looked like a free kick, and it was a free
[530.44s -> 534.84s]  kick to Manchester City, but after the decision had been made, Cantwell had committed himself to the
[534.84s -> 537.96s]  challenge, and he was caught by the Man City player, he's going to be all right I think, Cantwell,
[538.52s -> 541.88s]  you worry every time a Norwich player hits the deck that it's going to be another injury, but
[541.88s -> 546.76s]  free kick to Manchester City, it's been taken, nearly nine minutes gone, 0-0 on BBC Radio
[546.76s -> 551.00s]  Norfolk, the champions for the last two years, Manchester City coming forward with John Stones,
[551.08s -> 554.52s]  unchallenged, halfway inside the Norwich half, lazy it out to the left-hand side,
[554.52s -> 559.40s]  Tchenchenko plays it on, there's Sam Byron, first Premier League start for Norwich City to clear the
[559.40s -> 566.04s]  ball away, but Norwich are so deep it's easy for Man City to collect on halfway. Walker in the centre
[566.04s -> 571.64s]  circle, sprints the right, to the right-hand side, he's picked up, one of the Man City fans about three rows back,
[572.36s -> 576.28s]  and relief from the Norwich fans as that pass goes astray, definite change of tactics from
[576.28s -> 581.16s]  Norwich today, and you can understand it, it's partly the results they've had in the first part
[581.16s -> 584.92s]  of the season and how open they've been, it's partly the fact they're playing Manchester City,
[584.92s -> 588.68s]  and partly the personnel they've got, you can see why Norwich are being a little bit more cautious
[588.68s -> 593.40s]  today, can't you? They've been a bit hesitant going forward and I think naturally so, with the team
[593.40s -> 598.44s]  that's out there today, I'm sure Daniel Farker has just given a strong instruction for the first 10-15
[598.44s -> 603.48s]  minutes to whether any storm that's going to come their way firstly before they start getting on the
[603.48s -> 607.88s]  ball and looking forward, and they're showing everybody why, Chris, everyone who's on the ball,
[607.88s -> 612.20s]  they're getting compact in the middle, pushing Man City to use the wide areas where they can.
[613.32s -> 618.36s]  Here's John Stones, Manchester City, an England defender, brings it up towards the halfway line,
[619.56s -> 623.08s]  Norwich are good slow to closing down, he's got time to hang the ball out towards the left wing,
[623.08s -> 627.24s]  and he's picked out the chest of Raheem Sterling, who brings it under control beautifully,
[627.24s -> 631.88s]  exchanges passes with David Silva, comes down to Rodri, and then Tynchenko plays the ball back to
[631.88s -> 637.00s]  the halfway line, and Ottomendi, and the ball is now played to Kyle Walker, his last pass went out
[637.00s -> 641.32s]  for a throw-in, that's a better one from him, to the feet of Bernardo Silva, back to Kyle Walker,
[641.32s -> 645.00s]  he's coming in towards the penalty area here, but the man City move breaks down, a loose pass from
[645.00s -> 649.00s]  David Silva, and Norwich are able to steal possession back, and with Ben Godfrey,
[649.00s -> 655.16s]  they're able to play their way out of trouble. Kamal Lewis, the left back, to McLean, he's further
[655.16s -> 658.60s]  wide still, plays it onto Campwell, lovely football from Norwich here, inside their own half,
[658.68s -> 663.24s]  and now Steeperman releases Campwell, this is great stuff from Norwich, Campwell up towards the halfway line though,
[663.88s -> 669.00s]  and Rodri is there, puts his body in the way, and Campwell will not get past him, but Norwich almost
[669.00s -> 673.24s]  playing Man City at their own game briefly there, we won't get too carried away. Well played everybody, I think
[673.24s -> 677.48s]  you can give the opposition too much respect, especially Manchester City, they come here with
[677.48s -> 682.84s]  such a reputation that you can actually feel the hesitancy from the Norwich City players, but in that
[682.84s -> 687.72s]  smooth group of players there on the right hand side, they were keeping it, playing two touch, passing
[687.72s -> 693.00s]  into a yellow shirt, they'll gain confidence from this Chris. Ottomendi brings the ball into the Norwich
[693.00s -> 700.92s]  half, finds Zinchenko on the left hand side, you can see Pep Guardiola, another grey or beige jumper over on that far side, animated,
[703.40s -> 708.84s]  shouting, there's Stones, playing the ball up to Aguero, Tessy gets the foot in, but the ball's
[708.84s -> 713.16s]  rebounded back for Sergio Aguero, now it's Sterling in the Norwich City penalty area, pulls the trigger,
[713.16s -> 718.44s]  blocked by Byron, and out for a throw into Manchester City, Byron just did enough there, got tight to
[718.44s -> 724.28s]  Sterling in time to block the shot, and it remains goalless on BBC Radio Norfolk. Norwich are going to
[724.28s -> 727.88s]  have to get through an awful lot of hard work today, Tetti gives the ball away, on the edge of his own
[727.88s -> 733.88s]  penalty area, here's David Silva playing the ball back to Rodri, now the ball played towards the right
[733.88s -> 738.28s]  hand side, a little bit of a loose pass, but Norwich were sitting so deep, Kyle Walker is able to catch up
[738.28s -> 742.20s]  with the ball here, and then just angle it back towards the halfway line, and Stones,
[742.84s -> 746.36s]  and Norwich, we don't see this very often from Norwich, every player behind the ball,
[746.36s -> 750.12s]  bottom ending, coming forward, halfway inside the Norwich half,
[750.76s -> 755.80s]  a flight to the left hand side in Zinchenko, on now to Sterling, he's very wide on that left hand side,
[755.80s -> 759.56s]  back again to Zinchenko, and here's Rodri, Steeperman goes to meet him, wins the challenge,
[759.56s -> 764.20s]  but Rodri has made a strong stuff, and even after losing a challenge, he somehow emerges back with
[764.20s -> 767.64s]  the ball at his feet, two or three times, he's done that already in this game, Rodri,
[769.32s -> 774.04s]  red hot air balloon just making its way over the city centre of Norwich at the moment, that we can
[774.04s -> 779.72s]  see, the lengths people will go to to try and get a view of this game, here's Bernardo Silva on the
[779.72s -> 786.12s]  right hand side to Kyle Walker, Bernardo Silva once more, Gundogan outside it, on the right wing,
[786.12s -> 791.96s]  coming in field now, and scooping the ball to Rodri in the centre circle, now it's onto Zinchenko,
[792.04s -> 795.16s]  Sterling's made a run on that left hand side, he looks frustrated, is in Zinchenko, ops,
[795.16s -> 799.00s]  not to find him, instead they've got it forward to Gundogan, edge of the penalty area, lays it off to
[799.00s -> 804.76s]  Aguero, but he's back to goal, back to Kyle Walker now, option outside him, in the shape of Bernardo
[804.76s -> 809.08s]  Silva, he's going to test Jamal Lewis here, Bernardo Silva, curling the ball across, and
[809.96s -> 813.56s]  a cross shot really, it's gone behind for a goal kick, yeah, worth telling you I think that Bernardo
[813.56s -> 818.28s]  Silva, as Manchester City's player of the year last season, and when you're winning that award,
[818.28s -> 822.28s]  in the company that they've got, that's worth remarking on isn't it, that's something to be
[822.28s -> 827.64s]  very proud of. He's a terrific player, but they all are, and when you look around the team they're
[827.64s -> 831.32s]  terrific, but I think Norris can be really pleased with where they started this particular game,
[831.88s -> 836.20s]  they're keeping Manchester City very quiet, the pace of the game is slow, they don't even have to
[836.20s -> 842.12s]  work hard to prevent trouble coming their way, they're just shadow play, they push them wide all
[842.12s -> 847.16s]  the time, when it goes wide it comes back in and goes back to the centre halves, Norris should be
[847.16s -> 851.88s]  pleased so far. They can see the pitch from that hot air balloon, or do you think it's too far away up there?
[852.60s -> 855.96s]  Probably too far away isn't it? I think they've got a view there with binoculars.
[856.84s -> 859.24s]  It's going out sort of over towards the north of the city now.
[861.56s -> 865.48s]  It's going to be Jamal Lewis who will play the ball long, lovely header on from Pukki, gathered by
[865.48s -> 869.56s]  Steeperman in the centre circle, and now played into the path of Buendia, who's up towards the
[869.56s -> 873.80s]  edge of the Manchester City penalty area, challenged by Sterling, Buendia from on the ground plays it to
[873.80s -> 877.88s]  Byron, and the attack keeps going, and here's Steeperman looking for the ball into the area,
[877.88s -> 881.72s]  cut out by Rodri, he is cutting an impressive figure in the early part of this game, Norwich
[881.72s -> 886.28s]  can't find a way past him at the moment, and it's switched to the right hand side of Bernardo Silva.
[887.24s -> 891.00s]  But I think there's opportunities there, we just saw it once again for the second or third time,
[891.64s -> 898.52s]  in that transition between defending, parking a bus at the 18-yard box, as they say, to that
[898.52s -> 902.68s]  counter-attack in play, there are opportunities, and we saw on the right hand side, we've seen it
[902.68s -> 907.00s]  on the left once, I think if Norwich are a little bit more confident, a little bit more assertive
[907.00s -> 911.72s]  and aggressive, they can open up this back four for Manchester City. Quarter an hour gone,
[911.72s -> 915.88s]  0-0, but here come Manchester City, and it's David Silva, edge of the penalty area, lays the ball off
[915.88s -> 920.28s]  under pressure from Amadou, and Norwich get there, and now Cantwell brings the ball up towards the
[920.28s -> 925.00s]  halfway line, Cantwell scrapping and battling, losing possession, and then a rash challenge,
[925.00s -> 929.00s]  he doesn't make any contact with Walker, but the pass has already got away by Manchester City,
[929.08s -> 932.12s]  and it's Gundogan onto Zinchenko, low towards the edge of the penalty area,
[932.12s -> 936.36s]  helped on by Aguero here, David Silva wide to the left of goal, place it back towards Aguero,
[936.36s -> 941.00s]  who tried to chest it into the path of Sterling, but Norwich will get it away through Buendia,
[941.00s -> 944.92s]  who rides a couple of challenges inside his own half, and is allowed to continue, and then
[944.92s -> 949.56s]  play extensively into the path of Jamal Lewis on the left hand side. Norwich growing into this game,
[949.56s -> 956.92s]  0-0, here's Buendia on halfway, Buendia looks for Marco Stieperman, the tall German rolls it to the
[956.92s -> 960.76s]  left hand side, and Jamal Lewis, and the Norwich passes are beginning to find their targets,
[960.76s -> 964.60s]  Lewis coming forward for the first time in the game on the left hand side, then retreating with
[964.60s -> 969.32s]  the ball still at his feet, oh the ball's gone under the foot of Kenny McLean, but he retrieves it
[969.32s -> 974.44s]  and finds Buendia, Cantwell, thumps the challenge back, the pass back, it takes a couple of
[974.44s -> 978.28s]  deflections, and eventually falls kindly for Norwich City, and it's Ben Godfrey who will look to spread
[978.28s -> 983.16s]  the play out towards the right hand side, and Byrom, an ambitious ball, Byrom does really well to keep
[983.16s -> 987.80s]  that ball in play going back towards his own half, and Norwich fans appreciating what their players
[987.80s -> 991.72s]  are giving this at the moment, Amadou, it's been two minds here, as he goes up towards the halfway
[991.72s -> 998.04s]  line and decides safety first, goes all the way back to Tim Craw. We'll know. I don't know how much time
[998.04s -> 1002.20s]  you spend as Daniel Farquhar as any manager before a Manchester City game talking about how you're
[1002.20s -> 1005.88s]  going to attack them, you probably spend a disproportionate amount of time worrying about
[1005.88s -> 1011.16s]  yourself defensively don't you? I think it's overloaded in this this game so far Chris, because
[1011.16s -> 1015.16s]  the defence are doing very well, collectively as a team you're defending well, we're keeping them at
[1015.16s -> 1020.28s]  bay, they haven't really caused us any trouble, Aguero was terrific in that one incident, but
[1020.28s -> 1025.56s]  recovered, we survived that particular attack, and then we counter-attack, but I just think they need
[1025.56s -> 1030.84s]  to get hold of this game a little bit more, be more confident in their own ability to take on Man City
[1030.84s -> 1035.16s]  and drive forward with the ball. Manchester City's last two Premier League visits to Carrow Road have both ended
[1035.16s -> 1039.72s]  0-0, you'd have got very good odds on that being the score today, but it is at the moment, 17 minutes
[1040.04s -> 1044.44s]  here's Buendía for Norwich City, out to the left-hand side, Jamal Lewis has it, and he has space to
[1044.44s -> 1048.52s]  work with here, and he will use that space, and he's up towards the corner of the penalty area, back
[1048.52s -> 1053.88s]  it goes to Kenny McLean, on to Buendía, a long way out here Buendía, pushes it into the path of
[1053.88s -> 1058.60s]  Teddy who's come roaring forward, on the right-hand side drills a low cross in, it's off the shins of
[1058.60s -> 1064.76s]  Zinchenko, and behind for a Norwich City corner, it's that sort of evening where even winning a corner
[1064.76s -> 1069.24s]  gets the crowd going, and Stieperman is now warring his arms around and trying to get the river end
[1069.24s -> 1073.88s]  singing and making some noise, it looks like a cup tie this. This is what we should be having from
[1073.88s -> 1078.04s]  the first whistle, the crowd getting behind the players and not being fearful of the man sitting
[1078.04s -> 1083.00s]  side but driving at them like they just did there, well done Teddy. Corner, Buendía from the right-hand
[1083.00s -> 1091.32s]  side delivers, McLean's head on, and he's in, Ferris getting taken the lead against the champions, Kenny McLean
[1091.32s -> 1097.32s]  rising at the near post to head the corner firmly beyond Ellison, Carrow Road is going crazy here,
[1097.32s -> 1103.00s]  there's a long time left in the match but that is some moment, Norwich City are in front against
[1103.00s -> 1106.92s]  Moch as the City and it's a Kenny McLean header, what an L at Carrow Road.
[1109.88s -> 1116.28s]  What a goal, great delivery from the corner, great run into the box, and a two-ripple finish,
[1117.88s -> 1121.80s]  now that's what you can see, now that's what you can do, you've got to believe in yourself when you go
[1121.80s -> 1125.56s]  out there and play these tough teams and I think they have been holding back and holding back
[1126.12s -> 1131.72s]  defensively and maybe naturally so but when you've got space in front of you and you exploit that
[1131.72s -> 1137.00s]  space and you take the game on, you drive forward against the man sitting side, they become hesitant
[1137.00s -> 1142.84s]  and they get them in that box from that corner, what a great goal, what a great start from Norwich.
[1143.48s -> 1147.88s]  Well he's already the mayor of Norwich, if they see this one out, goodness knows what he'll be up
[1147.88s -> 1151.72s]  tonight but that was a lovely header and go back to what we said a moment ago,
[1151.80s -> 1155.40s]  we've got the cut tie atmosphere, how often in these sort of games, when you're the underdog,
[1155.96s -> 1160.12s]  does a set piece make the difference and that's Norwich's first corner and they've scored from it.
[1165.48s -> 1169.56s]  Listen we're going to dominate this game, just be careful of the set pieces and they weren't,
[1169.56s -> 1173.40s]  they had about 10 players in the box and still we got forward and still we scored.
[1174.36s -> 1180.12s]  And actually, if Norwich had conceded that goal, we'd be furious wouldn't they, a player like Kenny
[1180.12s -> 1184.92s]  McClain getting a header in but anyway here come Manchester City, big few moments ahead for Norwich
[1184.92s -> 1189.40s]  now as they try to hold on to this lead and Buendia have set up the goal, has found Campwell here,
[1189.40s -> 1193.80s]  deep inside his own half, Campwell turns the ball forward, Puky just about holds it in but has given
[1193.80s -> 1199.48s]  it away in doing so to David Silva and now Sterling is halfway inside the Norwich half, back to Rodri,
[1199.48s -> 1204.20s]  out to the left hand side it will go and Zinchenko looking for the run of Sterling, back out to
[1204.20s -> 1208.04s]  Zinchenko on that left wing, there's a crossing opportunity here, Zinchenko takes a touch, now
[1208.04s -> 1213.16s]  delivers and there's Amadou on his Carowroad debut to head the ball away and then Campwell is
[1213.16s -> 1217.64s]  battling here with Rodri, the Spanish player has eventually got the ball forward, it rolls under
[1217.64s -> 1221.80s]  the foot of Kyle Walker but he got enough on it to eventually bring it under control and then curl
[1221.80s -> 1225.40s]  the ball in from the right, Ben Godfrey's there to head it away, it'll drop to Sterling on the edge
[1225.40s -> 1230.20s]  of the penalty area, Sterling getting into a central position, shooting and the ball flies wide
[1230.20s -> 1234.12s]  and there's no deflection but there are oohs and ahs from the Carowroad crowd out of relief.
[1234.20s -> 1239.24s]  Norwich are winning this game, they lead Manchester City 1-0 and it just feels like a really big 5-10
[1239.24s -> 1244.84s]  minutes now doesn't it Gossie, just do not keep this 1-0 for as long as you can. I think it needed,
[1244.84s -> 1249.96s]  I think the crowd have played a big part in us taking the lead, well done Amadou, he really
[1249.96s -> 1253.88s]  attacked that ball that went up in the air in the 18-yard box and that's what it means, it'll need
[1253.88s -> 1258.76s]  a leader at the back there to dictate and clear the ball when needed but also dictate and pull
[1258.76s -> 1263.32s]  people around him to be organised to stop Man City coming through the middle, push the ball wide all
[1263.32s -> 1269.24s]  the time. Norwich City's last two Carrowroad goals against Manchester City both scored by Russell
[1269.24s -> 1275.48s]  Martyr so it's something about Scottish internationals in this fixture, that's a game that finished 4-3
[1275.48s -> 1278.76s]  you might remember a few years ago under Chris Hughton, Boundeer has just been penalised, just a
[1278.76s -> 1282.68s]  bit eager there going in for the challenge on Sterling and it's a free kick to Manchester City
[1282.68s -> 1288.04s]  inside their own half. Norwich lead 1-0 here against Manchester City, if you are just joining us
[1288.28s -> 1295.80s]  that's what's happened, Kenny McLean a header from a corner, I mean you look at Norwich's threats from
[1295.80s -> 1301.56s]  corners and you think about Amadou and Godfrey, Pukki of course as well but McLean arriving there
[1301.56s -> 1308.76s]  and a wonderful header beyond Edison and the Canaries are in front, here's Sterling tickled
[1308.76s -> 1313.48s]  well there by Byron who's managed to see him back towards the halfway line, John Stoves from the
[1313.56s -> 1318.04s]  Everton now rolls it to Kyle Walker, we've got Bernardo Silva out here on the right hand side
[1318.04s -> 1322.28s]  the near side as they attack the Barclay ends, now Gwendoan proving difficult to shake off the ball
[1322.28s -> 1326.28s]  but at least Norwich have forced Manchester City back into their own half with Stoves
[1326.84s -> 1332.92s]  here's Zinchenko the Ukrainian international who's never lost a Premier League game, plays the ball
[1332.92s -> 1337.80s]  out to the left wing, here's Raheem Sterling level with the Norwich penalty area here Sterling goes
[1337.80s -> 1344.12s]  past Buendia, Sterling now looking for the run of David Silva, Byron gets the block in and having
[1344.12s -> 1348.92s]  scored from a corner, a moment to go, Norwich City must now defend the corner, Byron doing a good job
[1348.92s -> 1355.80s]  on Raheem Sterling so far, got to stay compact now, Pruel's got to organise his defence, organise that six yard box
[1358.20s -> 1365.08s]  Gwendoan goes out to take this corner again, former teammate of Moritz Leitner, he's Borussia Dortmund days
[1365.16s -> 1370.84s]  Gwendoan's certainly fit and on the set pieces for Manchester City, about to deliver this corner into the
[1370.84s -> 1376.60s]  penalty area from the left, into the Norwich area it goes, Krul has got a fist on that and it's fallen for
